title,date,text
UPDATE 2- Intervention  talk briefly hurts buoyant leu   ,2007-04-27,"(Adds details, quotes)   

BUCHAREST, April 27 (Reuters) - The Romanian leu lost one percent against the euro on Friday, sliding away from its highest level in nearly five years amid speculation of central bank intervention, later denied by the bank.   

The currency rebounded in later trade as investors rebuilt positions in line with broadly positive sentiment towards the currency, which is benefiting from strong economic growth prospects in the wake of Romania's European Union entry.   

""At some point, we all knew it was just a rumour and this made the leu recover,"" said a dealer with a foreign bank in Bucharest. ""The rumour was spread by somebody from the market and he took good profit from it.""   

The leu fell as low as 3.3350 per euro <EURRON=>, compared to highs of around 3.30 which it hit on Thursday and tested again on Friday.   

By 1215 GMT, it had recovered some ground to trade at 3.3098/58.   

""You get scared at some point, but after several minutes you realise the central bank had no reason to intervene. If the leu is on an emerging markets firming trend, an intervention can't hold it from firming but for a few hours,"" a dealer said.   

Romania's central bank last intervened openly in currency markets in late 2005, when it tried to bring down a soaring leu. Before Friday's speculation, it said it had not been in the market since.   

But it has said interest rate cuts this year were in part driven by concerns that a rapid leu rise posed a threat of a sharp reversal that could reignite inflation.   

On Friday, the bank's spokesman Mugur Stet told Reuters:   

""The central bank did not intervene on the foreign exchange market. (Today's) evolution of the leu's exchange rate is not related to the presence of the central bank on the market.""   

The leu is supported by investors' optimism towards Romania which joined the European Union this year, and prospects for strong inflows of direct investment and EU cash.   

Its latest surge was also helped by a jump in overnight money market rates to their highest level since January 2005 at 28.50/54.13 percent.   

Dealers said the spike in rates followed the central bank's move this week to drain more liquidity from the market than expected.   

ROMANIA-MARKETS/LEU (UPDATE 2)|LANGEN|RDN|GNN|ABN|M|D|RBN|RNP|DNP|PTD|PMF"
Romania - Factors to Watch on May 26  ,2006-05-26,"BUCHAREST, May 26 (Reuters) - Here are news stories, press reports and events to watch which may affect Romanian financial markets on Friday.  

CBANK: LIMITED REASONS FOR FX INTERVETION  

Romania's central bank would only intervene in currency markets to protect ""financial stability"" and thereby its efforts to curb inflation, governor Mugur Isarescu said on Thursday.  

[ID:nL25743547]  

ENERGY TARIFFS TO RISE FROM JULY  

The government plans to hike electricity and gas tariffs by 1-2 percent from July 1, Economy Minister Codrut Seres was quoted as saying.  

Ziarul Financiar, page 1  

BULGARIA BANS ROMANIAN POULTRY OVER BIRD FLU  

Bulgaria said it would ban poultry products from its northern Black Sea neighbour Romania on Thursday after the discovery of dozens of new cases of avian flu there.  

[ID:nL25516603]  

ALTEX REPORTS 47 MLN EUROS TURNOVER IN Q1  

Electronics retailer Altex reported in the first quarter of the year a turnover of 47 million euros ($59.99 million), 8 percent down from in the same 2005 period.  

Ziarul Financiar, page 1  

POLUS TO BUILD 115 MLN EURO SHOPPING MALL  

Polus Transilvania will invest around 115 million euros in a commercial centre in the Black Sea county of Constanta.  

Ziarul Financiar  

NOTE - For a diary of forthcoming Romanian events, double click [RO/DIARY], and a calendar of east European economic indicators, see [CONV/DIARY].  

For other related news, double click on:   


 ---------------------------------------------------------------
 Romania Market Debt     [RO-DBT]   Romanian forex      [RO-FRX]
 Romania Market Report   [ROL/]     Romanian money      [RO-M]
 Emerging Market Debt    [EMRG/DBT] Emerging forex    [EMRG/FRX]
 All Emerging Markets news [EMRG]   CEE indicators  [CONV/DIARY]
 All East Europe News       [EEU]   E.Europe equities     [.CEE]
 TOP NEWS -- Emerging markets   [TOP/EMRG]
 TOP NEWS -- Convergence watch  [TOP/EAST]
 Romanian indicators        [RO/ECI]
 Main page of Reuters poll  <RO/POLL1>
 ---------------------------------------------------------------
  

LANGEN|Table|RDN|REVU|G|RBN|GNN|RNP|DNP|PGE|PMF"
Romania - Factors to Watch on May 26  ,2006-05-26,"BUCHAREST, May 26 (Reuters) - Here are news stories, press reports and events to watch which may affect Romanian financial markets on Friday.  

CBANK: LIMITED REASONS FOR FX INTERVETION  

Romania's central bank would only intervene in currency markets to protect ""financial stability"" and thereby its efforts to curb inflation, governor Mugur Isarescu said on Thursday.  

[ID:nL25743547]  

ENERGY TARIFFS TO RISE FROM JULY  

The government plans to hike electricity and gas tariffs by 1-2 percent from July 1, Economy Minister Codrut Seres was quoted as saying.  

Ziarul Financiar, page 1  

BULGARIA BANS ROMANIAN POULTRY OVER BIRD FLU  

Bulgaria said it would ban poultry products from its northern Black Sea neighbour Romania on Thursday after the discovery of dozens of new cases of avian flu there.  

[ID:nL25516603]  

ALTEX REPORTS 47 MLN EUROS TURNOVER IN Q1  

Electronics retailer Altex reported in the first quarter of the year a turnover of 47 million euros ($59.99 million), 8 percent down from in the same 2005 period.  

Ziarul Financiar, page 1  

POLUS TO BUILD 115 MLN EURO SHOPPING MALL  

Polus Transilvania will invest around 115 million euos in a commercial centre in the Black Sea county of Constanta.  

Ziarul Financiar  

NOTE - For a diary of forthcoming Romanian events, double click [RO/DIARY], and a calendar of east European economic indicators, see [CONV/DIARY].  

For other related news, double click on:   


 ---------------------------------------------------------------
 Romania Market Debt     [RO-DBT]   Romanian forex      [RO-FRX]
 Romania Market Report   [ROL/]     Romanian money      [RO-M]
 Emerging Market Debt    [EMRG/DBT] Emerging forex    [EMRG/FRX]
 All Emerging Markets news [EMRG]   CEE indicators  [CONV/DIARY]
 All East Europe News       [EEU]   E.Europe equities     [.CEE]
 TOP NEWS -- Emerging markets   [TOP/EMRG]
 TOP NEWS -- Convergence watch  [TOP/EAST]
 Romanian indicators        [RO/ECI]
 Main page of Reuters poll  <RO/POLL1>
 ---------------------------------------------------------------
  

LANGEN|Table|RDN|REVU|G|RBN|GNN|RNP|DNP|PGE|PMF"
Romania  cbank: limited reasons for  fx intervention ,2006-05-25,"BUCHAREST, May 25 (Reuters) - Romania's central bank would only intervene in currency markets to protect ""financial stability"" and thereby its efforts to curb inflation, governor Mugur Isarescu said on Thursday.  

The bank, which started to target inflation rates in 2005, has come under heavy criticism from foreign observers such as the IMF for weakening its anti-inflation efforts by curbing the leu currency.  

""Everybody looks at the exchange rate ... the exchange rate has a visibility and a big impact on the economy,"" Isarescu told a financial seminar.  

""If we intervene that means that we are protecting financial stability...This way we give sustainability to disinflation,"" Isarescu said.  

Inflation fell to a post-communist low of 6.9 percent on the year in April and is widely expected to rise in coming months due to tax hikes, before subsiding slightly later this year.  

The central bank has recently raised its end-year forecast to 6.8 percent from 6.5 percent, further above its December target of 4-6 percent. It expects inflation to move within its 3-5 percent goal next year.  

It raised its key rate by 100 basis points to 8.5 percent in a surprise move in February to keep inflation at bay.  

But it kept credit costs on hold for two meetings in a row afterwards, including earlier this month, with some analysts saying its inflation-fighting credibility was on the line because of expectations of higher price growth in coming months.  

On Wednesday, Isarescu said the fight against inflation is safe from any impact of this month's sharp fall in the leu currency against the euro.  

The leu <EURRON=> has hit its lowest level against Europe's single currency since early February as other emerging market currencies tumbled while the euro gained across the board.  

Isarescu reiterated that his bank has not intervened in the foreign exchange market since last autumn. ""We did not have a free float (regime), we did not declare that the exchange rate is perfectly free. However, over the past seven months we haven't intervened,"" Isarescu said.  

""We have a managed float which implies that we maintain the right (to intervene) when conditions go against what the central bank wishes.""  

A free float would imply a commitment by the bank to refrain for ever from intervention, he said, adding ""We are not there.""  

ECONOMY-ROMANIA-C.BANK|LANGEN|ABN|M|D|RDN|GNN|BNX|DNP"
EBRD-Romanian c.banker expects tight monetary stance  ,2006-05-22,"LONDON, May 21 (Reuters) - Romania's central bank (BNR) will maintain its hawkish interest rate stance for a while but its message to markets is ""balanced,"" deputy central bank governor Cristian Popa on Sunday.  

Speaking on the sidelines of the annual meeting of the European Bank for Reconstruction and Development in London, Popa told Reuters high credit growth and stubborn inflation required tight monetary policy but he declined to comment if a new rate hike was in the cards.  

He said the bank was sending a ""balanced"" message to domestic markets, which had been rattled in recent weeks after rapidly changing their interpretation of a series of BNR comments.  

""We are saying: 'do not rejoice' regarding inflation,"" Popa told Reuters in an interview.  

""We are continuing the hawkishness from February ... We have been tightening policy since November. This continues by keeping the broad monetary conditions tighter for a longer period than envisaged in February,"" he said.  

The BNR, which adopted inflation targets last year, raised official lending costs by 100 basis points to 8.5 percent in February and has continued to mop up excess liquidity from the interbank market.  

But it kept interest rates on hold for two meetings in a row afterwards, including earlier this month, and some analysts said its inflation-fighting credibility was on the line because of forecasts of higher price growth in coming months.  

STUBBORN INFLATION  

Romanian inflation fell to a post-communist low of 6.9 percent on the year in April and is widely expected to rise in coming months due to tax hikes, before subsiding slightly later this year.  

The BNR has recently raised its end-year forecast from 6.5 percent to 6.8 percent and further above the December target of 4-6 percent.  

But Popa defended the bank's decision to keep rates unchanged, saying the mopping up of excess liquidity helped create tight monetary conditions, and said the bank was no longer as concerned about possible gains in the leu currency due to rate hikes as it was last year.  

""What we are saying is that we are keeping monetary conditions tight even as disinflation progresses,"" he said.  

""We are also seeing the elimination of excess demand not at the end of 2006 anymore but in the beginning of 2007, which means tightening is required ... We will not have a cut for some time. But I am not sure about a hike,"" Popa said.  

Some analysts have said the BNR has not been raising interest rates aggressively this year despite stubborn inflation because of continued worries about currency appreciation.  

Last year, such concerns drove the BNR to intervene massively in currency markets to keep the leu in check. The currency still gained some 7 percent in 2005 and is widely expected to continue appreciating this year.  

""Those concerns are much less pronounced than last year. We have not been intervening. The preoccupation with currency strength remains, but it is far weaker than the preoccupation with inflation,"" Popa said.  

He added, echoing recent comments by BNR governor Mugur Isarescu, that the bank did not rule out further intervention in currency markets ""if exceptional conditions warrant it, for example large swings in currency exchange rates.""  

""We can intervene and we could do it in either direction ... But the pressure is still towards appreciation of the leu. What we don't want is unsustainable appreciation accumulating because when the market shifts that could result in sudden depreciation and that could hurt disinflation.""  

Popa also said a recent weakening of the leu against the euro was temporary.  

""The recent weakening of the leu happened in an international context but the leu was one of the least hit currencies and it has already rebounded. So the weakening does not require intervention,"" he said.  

EBRD-ROMANIA-C.BANK (INTERVIEW)|LANGEN|ABN|E|RBN|M|D|RNP"
Romania  c.bank says to  intervene  in mkt if needed  ,2006-05-16,"BUCHAREST, May 16 (Reuters) - The Romanian central bank will intervene in the foreign exchange market if needed, Governor Mugur Isarescu said on Tuesday.  

Isarescu also said inflation may head towards 6.8 percent on the year in December, above the bank's end-year target of 4-6 percent.  

The BNR had intervened massively to curb the leu currency's rise last year, but stayed out of the market in recent months, saying it wanted to focus on bringing down stubborn inflation.  

The leu hit a three-month low of 3.5630 against the euro <EURRON=> early on Tuesday, dragged down by poor regional sentiment and jitters ahead of a European Union progress report.  

At 0810 GMT, it was quoted at 3.5230 per euro, up from Monday's close of 3.5490/70.  

MARKETS-ROMANIA-CBANK (URGENT)|LANGEN|ABN|M|D|E|RBN|GNN|RDN|RNP|DNP"
"Romanian leu slides, c.bank  intervention  suspected  ",2005-10-06,"BUCHAREST, Oct 6 (Reuters) - Romania's leu <EURRON=> closed at a three-month low of 3.5720 to the euro on Thursday, as foreign players cut exposure and the central bank (BNR) was suspected to have intervened again in the market, dealers said.  

The BNR purchased euros directly in the market three times over the past two weeks to thwart investors' attempts to push the leu stronger. It also maintained a liquidity surplus on the money market to discourage speculators.  

""I suspect the central bank to have bought (euros) again, but not directly of course...also some big clients squared positions after yesterday's intervention,"" said Finansbank chief dealer Sorin Moncea.  

The leu ended the session at 3.5720/70 against the euro, its main reference currency, down from 3.5560/10 on Wednesday. The unit has been firming quickly since the BNR cut four zeroes off its prices in July, fuelled by remittances and speculative inflows.  

Market watchers expected the BNR to stay quiet if the leu keeps hovering around the current levels, adding the currency might test 3.6 per euro in the short term.  

On Thursday, the BNR carried no open market operations after draining two billion lei of one-month deposits on Wednesday, leaving the interbank rates under pressure. Short-term rates were at 1.03/3.86 percent, barely changed from Wednesday.  

The central bank computed the indicative rate of the leu <FXRO01> at 3.5734 to the euro from 3.5580 on Wednesday and 2.9638 to the dollar from 2.9743. The rate is not compulsory for book-keeping or interbank deals. It is used by the Finance Ministry and customs for statistical purposes.  

MARKETS-ROMANIA-LEU|LANGEN|Table|RDN|GNN|ABN|M|D|RBN|RNP|DNP|PTD|PMF"
UPDATE 1- Romania  c.bank  intervenes  to cap leu rise-dealers  ,2005-10-05,"(Adds quotes, background)  

BUCHAREST, Oct 5 (Reuters) - Romania's central bank (BNR) bought euros on the interbank foreign exchange market to temper a leu firming, dealers said on Wednesday.  

The bank intervened twice in the market last week, attempting to cool down investors' bullish mood on the local leu currency.  

Dealers said the BNR popped up on screens asking for quotations when the currency, which closed at 3.5450 against the euro on Tuesday, was trading at bids of about 3.54.  

""It bought small amounts of euros, somewhere under the 3.5600 level,"" said one dealer with a foreign bank.  

Dealers put the size of the intervention at between 10 and 20 million euros. Central bank officials were not immediately available for comment.  

""The BNR probably wants the leu to depreciate gradually, trying to rein in a booming trade deficit,"" said another dealer.  

Market operators said the central bank was likely to defend a level of 3.5500 of the leu to the euro.  

Romanian officials said the Balkan state which seeks to join the EU in 2007 was likely to overshoot its current account gap ceiling this year, due mainly to a widening trade deficit, with soaring imports.  

They said the current account gap was likely to be around 8.1 percent of gross domestic product against a previous forecast of 7.75 percent of GDP.  

MARKETS-ROMANIA-INTERVENTION (UPDATE 1)|LANGEN|ABN|M|E|RBN|D|RDN|GNN|BNX|RNP|DNP"
"Romanian leu retreats, c.bank keeps  intervening ",2005-09-28,"BUCHAREST, Sept 28 (Reuters) - Romania's leu <EURRON=> lost 0.4 percent to the euro on Wednesday as the central bank (BNR) continued fighting its rise with interventions, while keeping the money market flooded with excess liquidity, dealers said.  

The BNR entered the market directly for the second day running on Wednesday to stop the leu's surge in what traders said was a moderate intervention, knocking the currency to 3.5450 per euro.  

The leu failed to recover from the slide, ending at 3.5430/00, compared with Tuesday's close of 3.5300/70.  

Market watchers said the BNR's Wednesday action signalled it probably wanted to lock the leu in a range of 3.5400 and 3.5500 per euro for the foreseeable future.  

""The BNR popped up on dealing screens a couple of times this morning without drawing any significant amounts, entrenching, however, a sentiment that it would not allow the RON to find its way near 3.5000 (per euro),"" Piraeus Bank said in a market note.  

The leu plunged 2.5 percent to the euro last week, giving up most of its gains over the past three months following the BNR's one-percentage-point cut to the main policy rate, which brought it to 7.5 percent.  

The unit regained ground earlier this week as foreign players boosted exposure in the EU candidate's currency and corporates sold euros to settle their end-month payments.  

On Wednesday, the BNR carried no open market operations, leaving interbank rates under pressure. The short-term rates remained stable at 1.2/4.8 percent.  

The BNR left banks struggling to place excess funds over the past weeks, squeezing interbank rates to levels unseen since the fall of communism in 1989 to discourage speculators from boosting the leu.  

The central bank computed the indicative rate of the leu <FXRO01> at 3.5422 to the euro and 2.9488 to the dollar. The rate is not compulsory for book-keeping or interbank deals. It is used by the Finance Ministry and customs for statistical purposes.  

MARKETS-ROMANIA-LEU|LANGEN|Table|ABN|M|D|RBN|RDN|GNN|RNP|DNP|PTD|PMF"
UPDATE 1-Romanian c.bank  intervenes  again to curb leu rise  ,2005-09-28,"(Adds central bank, dealer's comment, background)  

BUCHAREST, Sept 28 (Reuters) - Romania's central bank (BNR) intervened directly in the foreign exchange market for a second day on Wednesday, buying euros to stem a rise in the leu currency, dealers said.  

The BNR has been battling a rapid rise of the leu since it slashed four zeros from the currency in July, despite its shift to inflation targeting, using interventions and keeping the money market swimming in excess liquidity to deter speculators.  

""It bought until it brought the leu to 3.5450 (per euro),"" said a dealer with a foreign bank.  

BNR officials, who are usually tight-lipped about market interventions, declined to comment. They have said in the past the BNR would keep managing the leu to prevent excessive swings despite adoption of inflation targeting in August.  

Dealers said the BNR started to buy euros at around 3.5300 per euro and estimated it had purchased between 20-50 million euros, a similar amount as in its Tuesday intervention.  

At 1030 GMT the leu <EURRON=> was quoted at 3.5380 per euro, down from its Tuesday's close of 3.5300/70.  

The leu weakened significantly last week, losing 2.5 percent to the euro - nearly all of its gains since the beginning of July - after the central bank cut its policy rate by 100 basis points to 7.5 percent, citing slowing inflation.  

The unit recovered earlier this week to hit 3.5 per euro on Tuesday, as foreign investors and local corporates sold hard currency.  

Traders said the BNR's Wednesday action indicated it probably wanted to keep the leu between 3.5400 and 3.5500 per euro.  

""It seems that 3.5400 is the level they want to protect for the moment,"" another dealer said.  

MARKETS-ROMANIA-INTERVENTION (UPDATE 1)|LANGEN|RDN|ABN|M|D|RBN|RNP|DNP|PTD|PMF"
UPDATE 2- Romania central bank intervenes  to cap leu rise  ,2005-09-27,"(Adds central bank, dealer's comment, background)  

BUCHAREST, Sept 27 (Reuters) - Romania's central bank (BNR) intervened in the foreign exchange market on Tuesday, buying euros to slow down the surging currency, fuelled by renewed interest from foreign investors, dealers said.  

The BNR has stepped in several times in recent months to rein in the leu despite its shift to inflation targeting from August to fight rising prices in the EU candidate, saying it would not allow excessive exchange rate moves.  

Dealers said on Tuesday, the BNR started to buy euros at around 3.5180 leu per euro. ""It used only very small banks to buy from,"" said a dealer in Bucharest.  

BNR officials, who rarely talk about interventions, declined to comment: ""We do not make any comments about our presence in the market,"" BNR spokesman Mugur Stet said.  

The leu had been under pressure last week, loosing 2.5 percent to the euro - nearly all of its gains since its July introduction - after the central bank slashed its policy rate by 100 basis points to 7.5 percent, citing slowing inflation.  

The unit rebounded quickly this week to climb as far as 3.5 per euro on Tuesday, as foreign players and local corporates dumped euros, prompting the BNR to step in, traders said.  

The currency <EURRON=> eased to levels of around 3.5400 per euro after the BNR action, but later recovered slightly to end at 3.5300/70. It closed at 3.5390/40 on Monday.  

Currency traders said the BNR, which was estimated to have bought around 20 million euros in its Tuesday intervention, would probably try to prevent the leu from crossing the 3.5 per euro level in the near future.  

""I don't think they'll let it linger too much too close to 3.5000 (per euro). However, it's the month end now and usually clients sell (euros) in this period,"" said Piraeus Bank dealer Valentin Ciobotaru.  

The central bank carried no open market operations on Tuesday, after draining 3.0 billion lei worth of one-month deposits on Monday in what analysts said was too little to reduce a huge liquidity surplus on the money market.  

The BNR had refrained from calling the tender for the previous four weeks, driving interbank rates to levels unseen since the fall of communism in 1989 to prevent hot-money inflows from boosting the leu.  

On Tuesday, the short-term rates ticked up to 1.2/4.8 percent from 1.0/4.2 percent on Monday.  

MARKETS-ROMANIA-INTERVENTION (UPDATE 2)|LANGEN|ABN|M|D|RDN|GNN|DNP"
"UPDATE 2- Romania  c.bank keeps fighting leu rise,  intervenes ",2005-09-14,"(Adds c.bank, analyst comments, background)  

BUCHAREST, Sept 14 (Reuters) - Romania's central bank (BNR) intervened directly in the currency market again on Wednesday to slow down the leu's rise, but analysts said players' attempts to push the unit stronger would probably continue in the coming days.  

The BNR has bought euros several times in recent months to rein in the leu despite its shift to inflation targeting, saying it would not allow excessive exchange rate moves. It also left the money market flooded with liquidity to deter hot money inflows.  

Dealers said the bank's latest move indicated that the BNR, which intervened in the market on Monday and may have bought small amounts of hard currency on Tuesday, probably wanted to stabilise the leu at around 3.5 to the euro.  

""It intervened when bids hit a high of 3.4830 (per euro),"" said one dealer with a commercial bank.  

The leu <EURRON=> weakened as far as 3.4980 per euro after the intervention, but later recovered slightly to close at 3.4938/40, down from 3.4870/20 on Tuesday. This compares with a two-and-half year high of 3.4000 it hit in mid-August.  

The central bank, which rarely speaks about its exchange rate policy moves, declined to comment: ""We do not comment on our interventions,"" spokesman Mugur Stet said.  

The Balkan country's policymakers turned to inflation targeting last month, but said they would keep managing the currency movements when needed in future.  

The leu has gained more than three percent since July, buoyed by remittances from workers abroad and by speculative inflows after the central bank relaxed its grip on the market following a move to slash four zeroes off the currency.  

Analysts said investors would keep playing on BNR nerves in the near term as more firming was in the pipeline due to a recent rating upgrade by Standard & Poor's and expectations of FDI inflows from privatisations in the banking sector.  

""I am sure they (the central bank) would be very happy to stabilise the exchange rate at 3.50 or 3.60 (per euro) ... but given the strong flows they might not be successful,"" said Agata Urbanska, emerging Europe economist at ING Financial Markets in London.  

Analysts expect the leu to stand anything between 3.21 and 3.75 per euro at the end of the year.  

Dealers estimated the BNR had bought between 25 and 50 million euros in Wednesday interventions, down from 100 million in its previous action on Monday.  

On Wednesday, short-term market rates were unchanged at 3.28/6.47 percent. The BNR carried no open market operations <BNR16>. (Additional reporting by Antonia Oprita)  

MARKETS-ROMANIA-INTERVENTION (UPDATE 2)|LANGEN|ABN|M|E|RBN|D|RDN|RNP|DNP"
